Number	ShortName	FullName
11134	THAMALO	Thamnobryum alopecurum
11135	THAMANG	Thamnobryum angustifolium
11136	THAMCAT	Thamnobryum cataractarum
11137	THAM-SP	Thamnobryum species
11138	THANSUB	Thamnolia subuliformis
11139	THANVER	Thamnolia vermicularis
11140	"THANV;S"	Thamnolia vermicularis var. subuliformis
11141	THAN-SP	Thamnolia species
11142	THELPER	Thelenella pertusariella
11143	THEL-SP	Thelenella species
11144	THEIABS	Thelidium absconditum
11145	THEIABT	Thelidium abstractum
11146	THEIAEN	Thelidium aeneovinosum
11147	THEIAPH	Thelidium aphanes
11148	THEIARN	Thelidium arnoldii
11149	THEIATH	Thelidium athallinum
11150	THEIAUR	Thelidium auruntii
11151	THEIAUS	Thelidium austriacum
11152	THEIBRA	Thelidium brachysporum
11153	THEICAT	Thelidium cataractarum
11154	THEICIN	Thelidium cinerascens
11155	THEIDEC	Thelidium decipiens
11156	THEIDIO	Thelidium dionantense
11157	THEIGIS	Thelidium gisleri
11158	THEIGRU	Thelidium grummannii
11159	THEIHAZ	Thelidium hazslinszkyi
11160	THEIIMM	Thelidium immersum
11161	THEIIMP	Thelidium impressum
11162	THEIINC	Thelidium incavatum
11163	THEIKOV	Thelidium kovarianum
11164	THEILAH	Thelidium lahmianum
11165	THEIMIN	Thelidium minimum
11166	THEIMIU	Thelidium minutulum
11167	THEINAD	Thelidium nadvornikii
11168	THEIOLI	Thelidium olivaceum
11169	THEIPAP	Thelidium papulare
11170	THEIPAR	Thelidium parvulum
11171	THEIPUN	Thelidium punctatum
11172	THEIPYR	Thelidium pyrenophorum
11173	THEIQUI	Thelidium quinqueseptatum
11174	THEISCO	Thelidium scopolianum
11175	THEISTE	Thelidium stenosporum
11176	THEISUB	Thelidium submethorium
11177	THEISUS	Thelidium subsimplex
11178	THEISUZ	Thelidium suzaeanum
11179	THEITIR	Thelidium tiroliense
11180	THEIUMB	Thelidium umbrosum
11181	THEIUNG	Thelidium ungeri
11182	THEIVEL	Thelidium velutinum
11183	THEIZAH	Thelidium zahlbruckneri
11184	THEIZWA	Thelidium zwackhii
11185	THEI-SP	Thelidium species
11186	THEGLIG	Thelignya lignyota
11187	THEG-SP	Thelignya species
11188	THEOEPI	Thelocarpon epibolum
11189	"THEOE;E"	Thelocarpon epilobum var. epilobum
11190	"THEOE;P"	Thelocarpon epilobum var. epithallinum
11191	THEOIMP	Thelocarpon impressellum
11192	THEOINT	Thelocarpon intermediellum
11193	THEOLAU	Thelocarpon laureri
11194	THEOLIC	Thelocarpon lichenicola
11195	THEOOLI	Thelocarpon olivaceum
11196	THEOSAX	Thelocarpon saxicola
11197	THEOSTR	Thelocarpon strasseri
11198	THEOSUP	Thelocarpon superellum
11199	THEOVIC	Thelocarpon vicinellum
11200	THEO-SP	Thelocarpon species
11201	THEMOCE	Thelomma ocellatum
11202	THEM-SP	Thelomma species
11203	THEPFLA	Thelopsis flaveola
11204	THEPLOJ	Thelopsis lojkana
11205	THEPMEL	Thelopsis melathelia
11206	THEPRUB	Thelopsis rubella
11207	THEP-SP	Thelopsis species
11208	THETLEP	Thelotrema lepadinum
11209	THET-SP	Thelotrema species
11210	THEYLIM	Thelypteris limbosperma
11211	THEYPAL	Thelypteris palustris
11212	THEY-SP	Thelypteris species
11213	THERVEL	Thermutis velutina
11214	THER-SP	Thermutis species
11215	THESALP	Thesium alpinum
11216	THESBAV	Thesium bavarum
11217	THESDOL	Thesium dollineri
11218	THESEBR	Thesium ebracteatum
11219	THESLIN	Thesium linophyllon
11220	THESPYR	Thesium pyrenaicum
11223	THESRAM	Thesium ramosum
11224	THESROS	Thesium rostratum
11225	THES-SP	Thesium species
11227	THLADUB	Thladiantha dubia
11228	THLA-SP	Thladiantha species
11231	THLSARV	Thlaspi arvense
11232	THLSCAE	Noccaea caerulescens
11236	THLSMON	Noccaea montana
11237	THLSPER	Microthlaspi perfoliatum
11242	THLSC-C	Noccaea caerulescens
11245	THLS-SP	Thlaspi species
11246	THOLDIS	Tholurna dissimilis
11247	THOL-SP	Tholurna species
11248	THROEPI	Thrombium epigaeum
11249	THROSMA	Thrombium smaragdulum
11250	THRO-SP	Thrombium species
11251	THUIDEL	Thuidium delicatulum
11252	THUIPHI	Thuidium philibertii
11253	THUIREC	Thuidium recognitum
11254	THUITAM	Thuidium tamariscinum
11255	THUI-SP	Thuidium species
11256	THUJOCC	Thuja occidentalis
11257	THUJORI	Platycladus orientalis
11258	THUJ-SP	Thuja species
11259	THYMPAS	Thymelaea passerina
11260	THYM-SP	Thymelaea species
11261	THYUALP	Thymus alpestris
11262	THYU#CH	Thymus pulegioides
11263	THYUKOS	Thymus pannonicus
11264	THYUODO	Thymus glabrescens
11266	THYU#PA	Thymus pannonicus agg.
11267	THYU#PR	Thymus praecox
11268	THYUPRA	Thymus praecox
11270	THYUP-R	Thymus praecox ssp. praecox
11272	THYUPUL	Thymus pulcherrimus ssp. sudeticus
11273	THYUPUE	Thymus pulegioides
11274	THYUP-C	Thymus pulegioides ssp. carniolicus
11275	THYUP-H	Thymus pulegioides ssp. chamaedrys
11277	THYUSER	Thymus serpyllum
11279	THYUVUL	Thymus vulgaris
11281	THYUP-S	Thymus pulcherrimus ssp. sudeticus
11282	THYUP-M	Thymus pulegioides ssp. montanus
11283	THYU-SP	Thymus species
11284	THYRCON	Thyrea confusa
11285	THYRCOR	Thyrea corallina
11286	THYR-SP	Thyrea species
11287	TILICOR	Tilia cordata
11288	TILIPLA	Tilia platyphyllos
11289	TILITOM	Tilia tomentosa
11290	TILI*VU	Tilia x vulgaris
11291	TILI-SP	Tilia species
11292	TILLAQU	Tillaea aquatica
11293	TILL-SP	Tillaea species
11294	TIMMAUS	Timmia austriaca
11295	TIMMBAV	Timmia bavarica
11296	TIMMCOM	Timmia comata
11297	TIMMMEG	Timmia megapolitana
11298	TIMMNOR	Timmia norvegica
11299	TIMMSIB	Timmia sibirica
11300	TIMM-SP	Timmia species
11301	TIMIANO	Timmiella anomala
11302	TIMIBAR	Timmiella barbuloides
11303	TIMIFLE	Timmiella flexiseta
11304	TIMI-SP	Timmiella species
11305	TOFICAL	Tofieldia calyculata
11307	TOFI-SP	Tofieldia species
11308	TOLPBAR	Tolpis barbata
11309	TOLP-SP	Tolpis species
11310	TOLYINT	Tolypella intricata
11311	TOLYNID	Tolypella nidifica
11312	"TOLYN;G"	Tolypella glomerata
11313	TOLYNID	Tolypella nidifica var. nidifica
11314	TOLY-SP	Tolypella species
11315	TOMAART	Tomasellia arthonioides
11316	TOMA-SP	Tomasellia species
11317	TONIALB	Toninia albilabra
11318	TONIALU	Toninia alutacea
11319	TONIARO	Toninia aromatica
11320	TONIATH	Toninia athallina
11321	TONICAN	Toninia candida
11322	TONICIN	Toninia cinereovirens
11323	TONICOE	Toninia coelestina
11324	TONIDIF	Toninia diffracta
11325	TONIFUS	Toninia fusispora
11326	TONINOR	Toninia nordlandica
11327	TONIOPU	Toninia opuntioides
11328	TONIPEN	Toninia pennina
11329	TONIPHI	Toninia philippea
11330	TONIPHY	Toninia physaroides
11331	TONIROS	Toninia rosulata
11332	TONISED	Toninia sedifolia
11333	TONISQU	Toninia squalescens
11334	TONISQA	Toninia squalida
11335	TONITAU	Toninia taurica
11336	TONITON	Toninia toniniana
11337	TONITRI	Toninia tristis
11338	TONIT-A	Toninia tristis ssp. asiae-centralis
11339	TONIT-P	Toninia tristis ssp. pseudotabacina
11340	TONIT-T	Toninia tristis ssp. tristis
11341	TONITUM	Toninia tumidula
11342	TONIVER	Toninia verrucarioides
11343	TONI-SP	Toninia species
11344	TONNOBS	Toniniopsis obscura
11345	TONN-SP	Toniniopsis species
11346	TORDMAX	Tordylium maximum
11347	TORD-SP	Tordylium species
11348	TORIARV	Torilis arvensis
11349	TORIA-A	Torilis arvensis ssp. arvensis
11350	TORIJAP	Torilis japonica
11351	TORINOD	Torilis nodosa
11353	TORI-SP	Torilis species
11354	TORTBAM	Tortella bambergeri
11355	TORTDEN	Tortella densa
11356	TORTFLA	Tortella flavovirens
11357	TORTFRA	Tortella fragilis
11358	TORTHUM	Tortella humilis
11359	TORTINC	Tortella inclinata
11360	TORTINF	Tortella inflexa
11361	TORTLIM	Tortella limosella
11362	TORTNIT	Tortella nitida
11363	TORTRIG	Tortella rigens
11364	TORTTOR	Tortella tortuosa
11365	TORT-SP	Tortella species
11366	TORUAMP	Tortula amplexa
11367	TORUATR	Tortula atrovirens
11368	TORUBOL	Tortula bolanderi
11369	TORUBRE	Tortula brevissima
11370	TORUCAL	Tortula calcicolens
11371	TORUCAN	Tortula canescens
11372	TORUCAI	Tortula caninervis
11373	TORUCUN	Tortula cuneifolia
11374	TORUFRA	Tortula fragilis
11375	TORUFRE	Tortula freibergii
11376	TORUGRA	Tortula grandiretis
11377	TORUHAN	Tortula handelii
11378	TORUINE	Tortula inermis
11379	TORUINT	Tortula intermedia
11380	TORULAE	Tortula laevipila
11381	"TORUL;L"	Tortula laevipila var. laevipila
11382	"TORUL;M"	Tortula laevipila var. meridionalis
11383	TORULAT	Tortula latifolia
11384	TORULIN	Tortula lingulata
11385	TORUMAR	Tortula marginata
11386	TORUMUC	Tortula mucronifolia
11387	TORUMUR	Tortula muralis
11388	"TORUM;A"	Tortula muralis var. aestiva
11389	"TORUM;M"	Tortula muralis var. muralis
11390	TORUNOR	Tortula norvegica
11391	TORUOBT	Tortula obtusifolia
11392	TORUPAG	Tortula pagorum
11393	TORUPAP	Tortula papillosa
11394	TORUPRI	Tortula princeps
11395	TORUREV	Tortula revolvens
11396	TORURIG	Tortula rigescens
11397	TORURUR	Tortula ruraliformis
11398	TORURUA	Tortula ruralis
11399	"TORUR;D"	Tortula ruralis var. densa
11400	"TORUR;H"	Tortula ruralis var. hirsuta
11401	"TORUR;R"	Tortula ruralis var. ruralis
11402	TORUSIN	Tortula sinensis
11403	TORUSOL	Tortula solmsii
11404	TORUSUB	Tortula subulata
11405	TORUVAH	Tortula vahliana
11406	TORUVIR	Tortula virescens
11407	TORU-SP	Tortula species
11412	TRACUSS	Trachycystis ussuriensis
11413	TRAC-SP	Trachycystis species
11414	TRADVIR	Tradescantia virginiana
11415	TRAD-SP	Tradescantia species
11416	TRAGDUB	Tragopogon dubius
11418	TRAGORI	Tragopogon orientalis
11419	TRAGPOR	Tragopogon porrifolius
11421	TRAG#PR	Tragopogon pratensis agg.
11422	TRAGPRA	Tragopogon pratensis
11423	TRAG-SP	Tragopogon species
11424	TRAURAC	Tragus racemosus
11425	TRAU-SP	Tragus species
11426	TRAPNAT	Trapa natans
11431	TRAP-SP	Trapa species
11432	TRAECOA	Trapelia coarctata
11433	TRAEGEO	Trapelia geochroa
11434	TRAEINV	Trapelia involuta
11435	TRAEMOO	Trapelia mooreana
11436	TRAEOBT	Trapelia obtegens
11437	TRAEPLA	Trapelia placodioides
11438	TRAE-SP	Trapelia species
11439	TRALAEN	Trapeliopsis aeneofusca
11440	TRALFLE	Trapeliopsis flexuosa
11441	TRALGEL	Trapeliopsis gelatinosa
11442	TRALGRA	Trapeliopsis granulosa
11443	TRALPER	Trapeliopsis percrenata
11444	TRALPSE	Trapeliopsis pseudogranulosa
11445	TRALVIR	Trapeliopsis viridescens
11446	TRALWAL	Trapeliopsis wallrothii
11447	TRAL-SP	Trapeliopsis species
11448	TRANGLO	Traunsteinera globosa
11449	TRAN-SP	Traunsteinera species
11450	TREMAMB	Trematodon ambiguus
11451	TREMBRE	Trematodon brevicollis
11452	TREMLAE	Trematodon laetevirens
11453	TREMLON	Trematodon longicollis
11454	TREM-SP	Trematodon species
11455	TREOATR	Tremolecia atrata
11456	TREO-SP	Tremolecia species
11457	TRIBTER	Tribulus terrestris
11458	TRIB-SP	Tribulus species
11459	TRICTOM	Trichocolea tomentella
11460	TRIC-SP	Trichocolea species
11461	TRIHALP	Trichophorum alpinum
11462	TRIHCES	Trichophorum cespitosum
11464	TRIH-SP	Trichophorum species
11465	TRIOAAR	Trichostomopsis aaronis
11466	TRIOAUS	Trichostomopsis australasiae
11467	TRIOTRI	Trichostomopsis trivialis
11468	TRIOUMB	Trichostomopsis umbrosa
11469	TRIO-SP	Trichostomopsis species
11470	TRISARC	Trichostomum arcticum
11471	TRISBRA	Trichostomum brachydontium
11472	TRISCRI	Trichostomum crispulum
11473	TRIS-SP	Trichostomum species
11474	TRIEEUR	Trientalis europaea
11475	TRIE-SP	Trientalis species
11476	TRIFALE	Trifolium alexandrinum
11477	TRIFALP	Trifolium alpestre
11478	TRIFALI	Trifolium alpinum
11479	TRIFANG	Trifolium angulatum
11480	TRIFARV	Trifolium arvense
11481	TRIFA-A	Trifolium arvense
11482	TRIFAUR	Trifolium aureum
11483	TRIFBAD	Trifolium badium
11484	TRIFCAM	Trifolium campestre
11485	TRIFDIF	Trifolium diffusum
11486	TRIFDUB	Trifolium dubium
11488	TRIFFRA	Trifolium fragiferum
11489	TRIFHYB	Trifolium hybridum
11491	TRIFH-H	Trifolium hybridum
11492	TRIFINC	Trifolium incarnatum
11493	TRIFI-I	Trifolium incarnatum ssp. incarnatum
11495	TRIFLAP	Trifolium lappaceum
11496	TRIFMED	Trifolium medium
11498	TRIFM-M	Trifolium medium
11500	TRIFMON	Trifolium montanum
11504	TRIFOCH	Trifolium ochroleucon
11506	TRIFPAN	Trifolium pannonicum
11507	TRIFPAT	Trifolium patens
11508	TRIFPRA	Trifolium pratense
11509	TRIFP-A	Trifolium pratense ssp. americanum
11511	TRIFP-P	Trifolium pratense ssp. pratense
11512	TRIFP-S	Trifolium pratense ssp. sativum
11513	TRIFREP	Trifolium repens
11514	TRIFR-R	Trifolium repens
11516	TRIFRES	Trifolium resupinatum
11517	TRIFRET	Trifolium retusum
11518	TRIFRUB	Trifolium rubens
11520	TRIFSPA	Trifolium spadiceum
11521	TRIFSQU	Trifolium squamosum
11523	TRIFSTR	Trifolium striatum
11527	TRIFANU	Trifolium angustifolium
11529	TRIFF-B	Trifolium fragiferum var. bonannii
11530	TRIFF-F	Trifolium fragiferum var. fragiferum
11531	TRIFGLO	Trifolium glomeratum
11533	TRIFORN	Trifolium ornithopodioides
11534	TRIFPAI	Trifolium pallidum
11538	TRIFSUB	Trifolium subterraneum
11539	TRIFTOM	Trifolium tomentosum
11540	TRIF-SP	Trifolium species
11541	TRIGMAR	Triglochin maritima
11542	TRIGPAL	Triglochin palustris
11543	TRIG-SP	Triglochin species
11544	TRINCAE	Trigonella caerulea
11545	TRINFOE	Trigonella foenum-graecum
11549	TRINGLA	Trigonella gladiata
11550	TRIN-SP	Trigonella species
11551	TRIIGLA	Trinia glauca
11552	TRIIG-G	Trinia glauca
11553	TRIIKIT	Trinia ucrainica
11554	TRII-SP	Trinia species
11555	TRIPINO	Tripleurospermum inodorum
11557	TRIP-SP	Tripleurospermum species
11558	TRIQARA	Triquetrella arapilensis
11559	TRIQ-SP	Triquetrella species
11564	TRITFLA	Trisetum flavescens
11569	TRIT-SP	Trisetum species
11570	TRIUAES	Triticum aestivum Aestivum Group
11571	TRIUMON	Triticum monococcum
11572	TRIU-SP	Triticum species
11573	TRIMEXS	Tritomaria exsecta
11574	TRIMEXE	Tritomaria exsectiformis
11575	TRIMHET	Tritomaria heterophylla
11576	TRIMPOL	Tritomaria polita
11577	TRIMPOY	Tritomaria polymorpha
11578	TRIMQUI	Tritomaria quinquedentata
11579	"TRIMQ;G"	Tritomaria quinquedentata var. grandiretis
11580	"TRIMQ;Q"	Tritomaria quinquedentata var. quinquedentata
11581	TRIMSCI	Tritomaria scitula
11582	TRIM-SP	Tritomaria species
11583	TROLEUR	Trollius altissimus
11584	TROL-SP	Trollius species
11585	TROPMAJ	Tropaeolum majus
11586	TROP-SP	Tropaeolum species
11587	TULIGES	Tulipa x gesneriana
11588	TULISYL	Tulipa sylvestris
11589	TULI-SP	Tulipa species
11590	TURGLAT	Turgenia latifolia
11591	TURG-SP	Turgenia species
11592	TUSSFAR	Tussilago farfara
11593	TUSS-SP	Tussilago species
11594	TYPHANG	Typha angustifolia
11595	TYPHLAT	Typha latifolia
11596	TYPHLAX	Typha laxmannii
11597	TYPHMIN	Typha minima
11598	TYPHSHU	Typha shuttleworthii
11599	TYPH-SP	Typha species
11600	ULEXEUR	Ulex europaeus
11601	ULEX-SP	Ulex species
11602	ULMUGLA	Ulmus glabra
11603	ULMULAE	Ulmus laevis
11604	ULMUMIN	Ulmus minor
11605	ULMU-SP	Ulmus species
11606	ULOTBRU	Ulota bruchii
11607	ULOTCAL	Ulota calvescens
11608	ULOTCOA	Ulota coarctata
11609	ULOTCRI	Ulota crispa
11610	ULOTCUR	Ulota curvifolia
11611	ULOTDRU	Ulota drummondii
11612	ULOTHUT	Ulota hutchinsiae
11613	ULOTPHY	Ulota phyllantha
11614	ULOTREH	Ulota rehmannii
11615	ULOT-SP	Ulota species
11616	UMBIARC	Umbilicaria arctica
11617	UMBICIN	Umbilicaria cinerascens
11618	UMBICIE	Umbilicaria cinereorufescens
11619	UMBICRU	Umbilicaria crustulosa
11620	UMBICYL	Umbilicaria cylindrica
11621	"UMBIC;D"	Umbilicaria cylindrica var. delisei
11622	"UMBIC;T"	Umbilicaria cylindrica var. tornata
11623	UMBIDEC	Umbilicaria decussata
11624	UMBIDEN	Umbilicaria dendrophora
11625	UMBIDEU	Umbilicaria deusta
11626	UMBIHIR	Umbilicaria hirsuta
11627	UMBIHYP	Umbilicaria hyperborea
11628	UMBILAE	Umbilicaria laevis
11629	UMBILEI	Umbilicaria leiocarpa
11630	UMBIMIC	Umbilicaria microphylla
11631	UMBINYL	Umbilicaria nylanderiana
11632	UMBIPOL	Umbilicaria polyphylla
11633	UMBIPOY	Umbilicaria polyrrhiza
11634	UMBIPRO	Umbilicaria proboscidea
11635	UMBIRUE	Umbilicaria ruebeliana
11636	UMBISUB	Umbilicaria subglabra
11637	UMBITOR	Umbilicaria torrefacta
11638	UMBIVEL	Umbilicaria vellea
11639	UMBIVIR	Umbilicaria virginis
11640	UMBI-SP	Umbilicaria species
11641	UNGULET	Unguicularopsis lettaui
11642	UNGUTHA	Unguicularopsis thallophila
11643	UNGU-SP	Unguicularopsis species
11644	URTIDIO	Urtica dioica
11645	URTID-D	Urtica dioica
11647	URTIKIO	Urtica kioviensis
11648	URTIPIL	Urtica pilulifera
11649	URTIURE	Urtica urens
11651	URTIDOD	Urtica pilulifera
11652	URTI-SP	Urtica species
11653	USNEALP	Usnea alpina
11654	USNEARN	Usnea arnoldii
11655	USNEART	Usnea articulata
11656	USNEBAR	Usnea barbata
11657	USNECAR	Usnea carpatica
11658	USNECAU	Usnea caucasica
11659	USNECAV	Usnea cavernosa
11660	"USNEC;C"	Usnea cavernosa var. cavernosa
11661	"USNEC;S"	Usnea cavernosa var. sibirica
11662	USNECEM	Usnea cembricola
11663	USNECER	Usnea ceratina
11664	USNECOM	Usnea compacta
11665	USNEDIP	Usnea diplotypus
11666	USNEEXT	Usnea extensa
11667	USNEFAG	Usnea faginea
11668	USNEFER	Usnea ferox
11669	USNEFIB	Usnea fibrillosa
11670	USNEFIL	Usnea filipendula
11671	"USNEF;H"	Usnea filipendula var. hirtella
11672	"USNEF;S"	Usnea filipendula var. stramineola
11673	USNEFLA	Usnea flagellata
11674	USNEFLO	Usnea florida
11675	USNEF-F	Usnea florida ssp. fagophila
11676	USNEFRE	Usnea freyi
11677	USNEFUL	Usnea fulvoreagens
11678	USNEGLA	Usnea glabrata
11679	USNEGLB	Usnea glabrescens
11680	USNEGLU	Usnea glauca
11681	USNEHIR	Usnea hirta
11682	USNEHIT	Usnea hirtella
11683	USNEINT	Usnea intermedia
11684	USNEINE	Usnea intermediella
11685	USNEIRR	Usnea irregularis
11686	USNELAP	Usnea lapponica
11687	USNELEU	Usnea leucosticta
11688	USNELON	Usnea longissima
11689	USNEMAJ	Usnea majuscula
11690	USNEMAX	Usnea maxima
11691	USNEMUR	Usnea muricata
11692	USNENEG	Usnea neglecta
11693	USNEPEN	Usnea pendulina
11694	USNEPER	Usnea perplexans
11695	USNEPLI	Usnea plicata
11696	"USNEP;P"	Usnea plicata var. pendulina
11697	"USNEP;R"	Usnea plicata var. prostrata
11698	USNEPRO	Usnea protea
11699	USNERIG	Usnea rigida
11700	"USNER;H"	Usnea rigida var. hapalotera
11701	USNERII	Usnea rigidula
11702	USNERUB	Usnea rubicunda
11703	USNERUG	Usnea rugulosa
11704	USNESCA	Usnea scabrata
11705	"USNES;R"	Usnea scabrata var. rugulosa
11706	USNESCR	Usnea scrobiculata
11707	USNESIL	Usnea silesiaca
11708	USNESIM	Usnea similis
11709	USNESMA	Usnea smaragdina
11710	USNESOR	Usnea sorediifera
11711	USNESUB	Usnea subfaginea
11712	USNESUF	Usnea subfloridana
11713	USNESUL	Usnea sublaxa
11714	USNESUS	Usnea substerilis
11715	USNETAT	Usnea tatrana
11716	USNETEN	Usnea tenax
11717	USNETOR	Usnea tortuosa
11718	USNEWAS	Usnea wasmuthii
11719	USNE-SP	Usnea species
11720	UTRIAUS	Utricularia australis
11721	UTRIBRE	Utricularia bremii
11722	UTRI#IN	Utricularia intermedia agg.
11723	UTRIINT	Utricularia intermedia
11724	UTRI#MI	Utricularia minor agg.
11725	UTRIMIN	Utricularia minor
11726	UTRIOCH	Utricularia ochroleuca
11727	UTRI#VU	Utricularia vulgaris agg.
11728	UTRIVUL	Utricularia vulgaris
11729	UTRI-SP	Utricularia species
11730	VACCHIS	Vaccaria hispanica
11731	VACC-SP	Vaccaria species
11734	VACIMIC	Vaccinium microcarpum
11735	VACIMYR	Vaccinium myrtillus
11736	VACI#OX	Vaccinium oxycoccos agg.
11737	VACIOXY	Vaccinium oxycoccos
11738	VACI#UL	Vaccinium uliginosum
11739	VACIULI	Vaccinium uliginosum
11740	VACIVIT	Vaccinium vitis-idaea
11741	VACI-SP	Vaccinium species
11744	VALE#DI	Valeriana dioica agg.
11745	VALEDIO	Valeriana dioica
11748	VALE#OF	Valeriana officinalis agg.
11749	VALEOFF	Valeriana officinalis
11751	VALEPRO	Valeriana excelsa ssp. excelsa
11753	VALESAM	Valeriana excelsa ssp. sambucifolia
11755	VALESIM	Valeriana simplicifolia
11757	VALETRI	Valeriana tripteris
11759	VALEWAL	Valeriana stolonifera
11761	VALE-SP	Valeriana species
11762	VALRCAR	Valerianella carinata
11764	VALRDEN	Valerianella dentata
11765	VALRLOC	Valerianella locusta
11767	VALRRIM	Valerianella rimosa
11768	VALR-SP	Valerianella species
11769	VALLSPI	Vallisneria spiralis
11770	VALL-SP	Vallisneria species
11772	VARI-SP	Varicellaria species
11773	VENTDUB	Ventenata dubia
11774	VENT-SP	Ventenata species
11775	VERAALB	Veratrum album
11776	VERAA-A	Veratrum album ssp. album
11777	VERAA-L	Veratrum album ssp. lobelianum
11778	VERANIG	Veratrum nigrum
11779	VERA-SP	Veratrum species
11781	VERBBLA	Verbascum blattaria
11782	VERBCHA	Verbascum chaixii
11783	VERBC-A	Verbascum chaixii ssp. austriacum
11785	VERBDEN	Verbascum densiflorum
11786	VERBLYC	Verbascum lychnitis
11787	VERBNIG	Verbascum nigrum
11788	VERBPHL	Verbascum phlomoides
11789	VERBPHO	Verbascum phoeniceum
11792	VERBSPE	Verbascum speciosum
11793	VERB#TH	Verbascum thapsus
11794	VERBTHA	Verbascum thapsus
11795	VERBNIV	Verbascum niveum
11796	VERBN-V	Verbascum niveum ssp. visianinum
11797	VERB-SP	Verbascum species
11799	VEREOFF	Verbena officinalis
11800	VEREBON	Verbena bonariensis
11801	VERE-SP	Verbena species
11806	VEROAGR	Veronica agrestis
11808	VEROA-P	Veronica pumila
11809	VERO#AN	Veronica anagallis-aquatica agg.
11810	VEROANA	Veronica anagallis-aquatica
11811	VEROANG	Veronica anagalloides
11813	VEROARV	Veronica arvensis
11815	VEROAUS	Veronica austriaca
11816	VEROBEC	Veronica beccabunga
11817	VEROBEL	Veronica bellidioides
11818	VEROB-B	Veronica bellidioides
11819	VEROCAT	Veronica catenata
11821	VERO#CH	Veronica chamaedrys agg.
11822	VEROCHA	Veronica chamaedrys
11823	VEROC-C	Veronica chamaedrys
11825	VERODIL	Veronica dillenii
11826	VEROFIL	Veronica filiformis
11829	VERO#HE	Veronica hederifolia agg.
11830	VEROHED	Veronica hederifolia
11832	VEROMON	Veronica montana
11833	VEROOFF	Veronica officinalis
11834	VEROOPA	Veronica opaca
11835	VEROPER	Veronica peregrina
11836	VEROP-P	Veronica peregrina ssp. peregrina
11838	VEROPES	Veronica persica
11839	VEROPOL	Veronica polita
11840	VEROPRA	Veronica praecox
11841	VEROPRO	Veronica prostrata
11842	VEROSCA	Veronica scardica
11843	VEROSCU	Veronica scutellata
11844	VEROSER	Veronica serpyllifolia
11846	VEROS-S	Veronica serpyllifolia
11847	VEROSUB	Veronica sublobata
11848	VEROTEU	Veronica teucrium
11849	VEROTRI	Veronica triloba
11850	VEROTRP	Veronica triphyllos
11852	VERO#VE	Veronica verna agg.
11853	VEROVER	Veronica verna
11854	VEROVIN	Veronica vindobonensis
11855	VERO-SP	Veronica species
11856	VERRACR	Verrucaria acrotella
11857	VERRAET	Verrucaria aethiobola
11858	VERRALU	Verrucaria alutacea
11859	VERRAMY	Verrucaria amylacea
11860	VERRANZ	Verrucaria anziana
11861	VERRAPA	Verrucaria apatela
11862	VERRAPO	Verrucaria apomeleana
11863	VERRAQU	Verrucaria aquatilis
11864	VERRARN	Verrucaria arnoldiana
11865	VERRBAK	Verrucaria bakonyensis
11866	VERRBEL	Verrucaria belanensis
11867	VERRBIA	Verrucaria biatorinaria
11868	VERRBRA	Verrucaria brachyspora
11869	VERRBRY	Verrucaria bryoctona
11870	VERRCAE	Verrucaria caerulea
11871	VERRCAS	Verrucaria caesiella
11872	VERRCAL	Verrucaria calciseda
11873	VERRCAV	Verrucaria cavificans
11874	VERRCIN	Verrucaria cincta
11875	VERRCIE	Verrucaria cinereoatrata
11876	VERRCIR	Verrucaria cinereolutescens
11877	VERRCOC	Verrucaria coccinearia
11878	VERRCOL	Verrucaria collematodes
11879	VERRCOM	Verrucaria compacta
11880	VERRCON	Verrucaria concinna
11881	VERRCOF	Verrucaria confluens
11882	VERRCOT	Verrucaria controversa
11883	VERRCRA	Verrucaria crassa
11884	VERRCRY	Verrucaria cryptica
11885	VERRCYA	Verrucaria cyanea
11886	VERRDEM	Verrucaria deminuta
11887	VERRDEN	Verrucaria denudata
11888	VERRDET	Verrucaria detersa
11889	VERRDIN	Verrucaria dinarica
11890	VERRDIS	Verrucaria disjuncta
11891	VERRDOL	Verrucaria dolosa
11892	VERRDUF	Verrucaria dufourii
11893	VERRELA	Verrucaria elaeomelaena
11894	VERRELE	Verrucaria elegantaria
11895	VERRELV	Verrucaria elevata
11896	VERREPI	Verrucaria epixylon
11897	VERRFAT	Verrucaria fatrae-magnae
11898	VERRFAR	Verrucaria fatrana
11899	VERRFLO	Verrucaria floerkeana
11900	VERRFOR	Verrucaria forissii
11901	VERRFOV	Verrucaria foveolata
11902	VERRFUN	Verrucaria funckii
11903	VERRFUS	Verrucaria fusca
11904	VERRFUC	Verrucaria fuscella
11905	VERRFUU	Verrucaria fuscula
11906	VERRGEO	Verrucaria geophila
11907	VERRGLA	Verrucaria glaucina
11908	VERRGLU	Verrucaria glaucovirens
11909	VERRGRI	Verrucaria griseorubens
11910	VERRHOC	Verrucaria hochstetteri
11911	"VERRH;A"	Verrucaria hochstetteri var. arnoldii
11912	"VERRH;H"	Verrucaria hochstetteri var. hochstetteri
11913	"VERRH;M"	Verrucaria hochstetteri var. mastoidea
11914	VERRHYD	Verrucaria hydrela
11915	VERRINT	Verrucaria interlatens
11916	VERRINE	Verrucaria interrupta
11917	VERRIOD	Verrucaria iodophila
11918	VERRJAV	Verrucaria javorinae
